3.918307	-0.625848	-2.455421	0.870734	4.491317	2.945120	1.441203	1.468240	0.923334	-0.472454	-0.108502	0.008894	
4.008712	3.030266	3.094926	3.942380	4.096146	0.364034	-0.471813	0.482618	1.145257	-0.182217	-0.181737	-0.057270	
2.995569	-0.387459	-0.711164	0.747805	4.288258	2.443785	1.715529	2.143898	0.738509	-1.079621	0.060219	0.115298	
5.402189	0.612736	0.014274	0.980466	4.206091	-2.362844	-3.376298	-2.057229	-0.398866	0.410082	-0.323961	-0.107440	
3.696898	0.757969	0.117096	1.152981	2.279357	1.415284	2.022388	1.803885	0.785319	-0.308611	-0.021277	0.067802	
2.985337	2.080722	1.913618	1.669958	2.214193	1.762951	1.849683	1.216517	0.868725	0.321506	0.239064	0.073750	
2.890328	-0.311615	2.245187	3.149149	0.089160	0.279387	1.666307	0.402947	0.489181	0.277606	0.179389	0.038897	
5.898696	0.254902	-1.930090	0.553061	1.823029	-0.473403	-2.257676	-1.112825	0.854632	0.813854	0.238752	-0.054448	
4.802862	-1.968353	-2.570622	2.795433	4.556852	1.157213	2.451224	1.397066	0.674232	-0.781197	-0.240010	0.144565	
4.557018	1.908293	1.551673	3.187325	2.556872	-0.876654	-1.619886	-0.081804	0.553106	-0.631455	-0.388804	-0.057538	
3.706474	0.286921	-0.691747	0.162511	2.295813	3.016366	2.639833	1.600154	0.471618	-0.382449	0.077642	0.051643	
4.589126	1.166147	1.272147	0.326056	1.830412	-2.341839	-2.470903	-1.648144	-1.137145	0.454521	-0.016746	-0.052086	
5.941084	1.194491	-1.238560	1.142596	2.065584	-2.172255	0.248713	0.748380	0.907052	0.025288	-0.229731	0.045966	
1.511942	0.943994	1.627527	0.705931	1.910401	0.511635	0.851696	0.585638	0.699560	0.300404	0.296246	0.072158	
5.081117	-0.967555	-1.419956	0.869475	0.228837	0.480833	2.267969	1.115543	0.658153	-0.431028	-0.339097	-0.091575	
5.794537	1.731287	-1.134701	-0.132031	0.661276	-1.415677	-2.522277	-1.172783	-0.151980	-0.716451	-0.301925	-0.038578	
4.577196	-0.629414	-2.093325	1.375269	3.401467	1.655234	0.970753	1.408263	0.741507	-0.601284	-0.520793	-0.056509	
3.459237	2.989320	2.942095	2.842600	2.683614	1.202388	0.698957	0.353117	0.420385	0.100641	0.003943	-0.013230	
3.868493	0.630399	0.344972	0.327703	2.574841	3.416052	0.987707	-0.090246	0.986814	0.428120	0.288347	0.069471	
4.799180	1.146522	0.138733	1.615318	2.726372	-1.460760	-3.218858	-1.875187	-0.195071	0.055230	-0.148647	-0.127824	
5.078322	0.588059	-1.548506	-0.083824	0.983336	0.879442	1.136929	1.340509	0.800072	-0.698714	-0.465900	-0.127924	
1.018378	-1.517965	3.352239	2.481211	2.138071	0.048682	1.335831	1.128741	0.911940	0.208534	0.054971	0.068689	
4.764648	2.296261	0.644635	0.456657	0.372853	-0.322092	-0.549534	-0.424537	-0.246152	-0.332102	0.006853	0.010223	
5.225318	0.237654	-1.843232	0.334330	2.610430	0.849002	0.030414	0.938745	1.130665	0.094361	-0.290767	-0.130582	
3.994250	-0.594882	-1.205356	1.974601	3.347559	1.461476	1.916585	2.120747	0.507968	-0.715193	-0.192583	0.127537	
4.284600	2.488683	2.088455	2.899964	3.388633	0.551570	-0.989855	-0.750338	0.308406	0.017111	-0.316748	-0.153605	
5.024297	1.661421	-0.348240	-0.474786	0.776295	1.757882	1.669358	0.571213	0.536567	0.530695	0.383298	0.066070	
4.293320	2.068224	1.706242	1.925939	1.986781	-0.526938	-2.261374	-2.032615	-0.654652	-0.077328	-0.253700	-0.159300	
4.131670	2.072761	1.827173	1.911881	0.732984	-0.668866	-0.034851	0.307299	0.597217	0.151005	0.131348	0.050181	
1.564315	1.008876	1.636889	0.857442	1.423064	0.892254	1.203187	0.273411	0.844471	0.252322	0.306362	0.075956	
1.730195	-0.978878	-0.227076	0.520082	-0.663445	-0.381529	1.511945	0.531545	0.727373	0.402146	0.337471	0.114110	
5.875867	1.438240	-1.342094	-0.684564	0.523217	-0.050633	-1.505109	-1.712584	-0.390044	-0.214700	-0.010704	-0.036753	
